20
1000
-72	-16	19	-36	46	19	43	88	-41	19	17	-100
67	-24	7	-35	36	34	-91	37	-25	-36	83	-29
5	21	66	4	82	31	6	11	18	100	-3	-83
-31	0	25	64	-23	-72	-67	76	60	81	-49	-100
-55	-72	-14	-74	92	51	93	60	-100	-97	19	31
26	-81	-20	-6	-59	-8	-93	-7	-95	-53	-56	-21
81	-22	-91	-29	60	58	-33	-53	-97	10	-35	52
56	-63	-67	-91	73	-91	61	-18	33	81	-97	-26
92	-12	-37	-69	-43	-46	94	54	-31	-78	48	-95
39	42	60	25	87	-16	-27	-65	12	88	29	-74
77	55	47	-99	-34	-69	-57	31	75	98	-94	3
33	-62	-11	-2	25	-39	82	-11	3	71	33	97
55	47	15	98	-10	-18	-58	-33	36	51	55	15
74	-27	-64	87	-89	5	82	-89	100	-11	-71	34
35	-36	-81	41	87	72	42	55	-77	0	-70	90
-31	45	14	23	-65	-87	-99	-26	35	75	27	26
-31	32	-35	68	34	-11	-68	-80	68	-30	96	44
-88	12	14	2	-31	-90	91	93	3	-14	-53	40
11	-68	95	18	-60	-74	60	38	28	-88	2	28
99	-6	-51	29	9	-62	69	11	-40	-28	-34	92
64	-34	40	54	67	82	-36	-77	-12	-75	13	22
48	54	9	-15	95	83	15	-63	-84	63	5	25
64	-37	-80	-91	-96	-26	34	5	24	15	-29	-58
-16	-46	-20	-96	-54	-30	43	32	-79	-53	97	-74
-31	-74	-17	95	94	43	-46	44	26	-9	39	-35
-35	-100	-87	-50	16	20	-60	26	-51	14	27	-63
0	66	14	-5	-26	-33	-61	75	83	-96	81	-69
55	95	100	12	13	88	85	76	56	37	-27	97
81	-44	42	8	-57	-24	-39	55	-26	86	15	-68
-81	46	90	70	19	54	-12	16	-82	2	87	55
-38	-48	76	-9	-85	31	-76	75	-6	-55	-17	8
-50	-11	41	34	33	55	-47	28	49	99	96	63
-64	-27	6	93	-25	34	-16	61	61	-77	-18	8
89	57	35	83	53	-38	-29	-18	59	-24	40	-94
-28	26	-85	19	2	-31	-46	-78	-11	-6	-72	98
52	67	56	-65	43	-60	-21	-95	-86	77	18	-65
-58	88	45	-30	14	66	-97	-59	-9	15	-22	-20
20	-37	34	-77	-20	-14	62	-79	-98	-20	96	14
-79	-52	-48	7	-31	64	14	-65	56	-36	47	86
29	-49	-78	-18	-35	-5	-80	25	70	13	8	76
-14	64	97	-91	-73	67	-78	10	-62	14	-28	-36
49	-61	-17	-54	-75	5	18	-99	4	73	16	-37
84	-54	-3	3	22	91	78	27	-22	-81	72	8
35	54	95	38	38	-69	-75	15	-89	-82	35	-21
48	-42	5	89	49	-96	-1	-61	33	77	-35	-72
-40	-11	-95	-63	-53	-89	-39	61	-78	-87	39	-33
-62	-99	-46	80	-11	58	19	29	81	70	-79	84
35	47	-2	14	47	23	-17	-28	-18	-61	-17	35
61	100	13	-87	-42	-7	-87	-89	-79	28	-69	-67
57	28	-51	89	-46	59	-6	84	19	-48	66	-68
-69	87	89	-88	61	-83	-12	-48	-43	-21	-37	-19
36	0	63	21	-87	98	-33	53	25	60	5	-43
25	1	-46	82	-41	13	-74	-12	71	-93	49	-86
8	89	-83	33	-33	-47	-78	-55	-5	-76	87	-13
67	20	-2	38	-2	0	84	-25	72	-84	-49	-71
-24	71	-84	-27	-63	-7	-18	-88	-68	-19	42	-97
30	96	-66	-22	38	100	8	74	93	-26	52	49
-76	-95	31	-8	-70	-11	-2	5	4	43	24	80
78	-99	-83	-50	-79	82	-79	-35	84	-77	86	59
-48	21	-55	63	35	-69	66	76	-72	-55	-46	-92
-96	67	-54	42	-37	-40	-53	-22	86	-59	-84	-59
99	93	69	73
1000
99	69	-41	-14	75	50	-61	-32	56	-99	-12	-24
-31	-13	82	0	-78	-85	-85	-35	-33	-48	-91	14
44	92	30	-36	-31	-63	39	-49	-32	-30	54	84
-59	-91	-1	65	-31	91	37	22	-19	17	-60	-84
22	-75	-7	-4	-21	38	-30	-26	30	24	-61	94
21	-93	-57	95	-97	62	-75	49	0	-69	46	85
-47	87	-93	-70	10	-46	-40	-45	-82	26	-9	-72
87	-47	18	54	-23	89	91	-47	-44	-10	-4	-55
47	-50	10	69	30	100	97	-57	83	-98	100	-36
89	47	4	35	14	-70	43	86	71	-87	-56	51
45	-4	-63	-27	78	-36	-88	15	-51	-54	49	32
23	-61	-1	-7	-20	11	78	52	8	-85	56	-62
44	-17	60	-48	10	-38	19	72	8	64	-97	70
61	95	59	-65	-61	-34	-67	47	13	-30	-37	33
-28	-81	60	99	67	85	-60	-53	-48	-2	77	96
-30	-79	-97	-10	93	50	-8	-73	-22	15	16	-1
-82	33	-64	80	55	-95	24	-27	-55	-29	-82	-95
49	-11	79	-7	57	2	-72	-51	3	48	74	-69
44	-42	-2	-8	21	-29	62	-71	-89	-16	29	54
25	62	59	76	-55	7	93	80	12	22	57	21
-5	-82	61	94	-96	-87	82	-6	42	-88	-76	88
16	-99	49	-91	57	-31	51	-48	-7	78	-4	38
81	98	38	-76	100	50	82	15	-17	85	-85	56
-65	58	-28	-31	-73	-71	59	-8	-7	-10	-15	-79
73	-32	-94	9	56	49	14	-69	-11	99	60	71
-19	83	24	-75	-80	-40	100	-40	-65	-58	-59	30
66	29	-80	88	73	92	68	74	-73	21	77	-3
-18	23	34	56	5	-81	-38	-65	9	3	-69	100
0	18	-91	-23	-78	-3	92	-31	-30	48	64	78
-64	30	-86	76	-97	-61	-55	34	-64	-100	-80	39
-10	53	82	-50	84	-78	7	-4	-48	43	-19	73
-81	-40	50	-71	9	-51	-75	-72	96	22	-30	74
-51	-87	-59	-66	-16	-90	-20	-24	-89	-94	-55	-7
-45	-10	47	-92	-34	68	-1	-89	-45	-47	82	-79
-72	50	0	-28	73	31	-100	67	74	28	22	-43
-57	-27	70	-96	-88	30	4	38	-100	66	-79	-11
93	-55	-56	20	-48	6	-11	66	-79	10	5	39
-82	-44	-94	2	-33	-83	-58	83	22	-16	35	98
72	91	-85	-23	-58	-10	77	93	-4	37	11	-64
-46	39	-28	24	31	10	59	-42	73	-22	93	5
16	46	69	-17	-3	-73	36	-6	81	-44	-83	-80
90	-45	94	-35	61	-76	-37	69	67	40	99	12
-20	-99	-2	-47	-52	-78	-7	81	79	-66	65	32
-62	26	-14	-38	38	30	-37	74	-33	60	40	-31
-51	8	-76	-5	-48	25	-6	38	18	-1	-53	37
27	69	61	-81	-7	-39	47	-32	40	1	7	-95
-11	22	-27	19	-66	2	3	-77	-11	75	44	-17
28	39	35	-88	14	-39	9	33	17	-57	-82	15
80	92	82	-44	33	54	1	-70	100	72	-29	52
8	50	-100	-6	32	-19	-22	31	85	-60	-100	-12
-35	-31	46	-45	-64	10	-87	31	58	36	75	82
-91	15	20	4	90	76	36	-58	2	-45	-71	23
14	-46	4	97	0	-68	88	46	-28	80	-81	-21
-40	-24	-82	14	66	-25	-21	30	80	68	35	-29
93	-100	97	99	-98	-51	30	90	-54	-15	5	4
95	-76	-76	50	-97	33	-62	-32	2	97	94	-39
-40	-96	-26	-74	37	19	22	1	87	44	14	-48
16	-58	-13	-10	-16	-6	-97	-78	-34	-47	13	-89
-95	48	38	-14	17	37	62	35	-1	-68	-10	-33
-89	50	-94	25	-65	-52	48	5	60	67	-44	88
-69	-88	-42	-60	86	49	76	22	70	40	-89	38
62	10	76	-96	24	31	73	-35	-65	-81	82	80
77	46	-66	81	59	32	55	-22	36	96	54	74
-54	80	89	41	-75	-58	-91	-97	7	40	-21	-14
-36	-65	-70	-29	1	78	71	-51	57	-51	-89	2
-59	-60	36	-3	-92	1	-79	94	-4	-3	-20	70
36	-95	-18	58	57	-57	-79	30	-96	-20	-82	-62
-97	-45	-92	90	-66	-48	19	-98	-97	33	-96	-14
13	23	99	88	-19	-42	-5	-93	49	23	-98	-61
-38	11	-79	-97	92	34	69	16	46	-13	23	-100
-22	-98	-47	27	2	47	-48	-79	-92	-11	-65	-34
26	-35	-17	16	-24	36	-72	10	0	-81	-80	-65
-75	-8	23	-24	47	-77	49	23	-19	29	-73	99
-75	-68	-14	94	80	62	1	90	-50	57	-86	48
-59	-46	85	-2	-66	12	-5	55	-77	68	28	-96
-87	-59	-48	32	4	50	-41	-87	-3	14	0	38
-74	-70	83	-31	-89	-57	-21	15	-51	94	-14	-11
55	39	-72	79	-81	22	-100	16	-97	6	-2	-77
88	-12	-77	-98	-61	-79	-66	24	-18	-47	-66	62
-40	-32	42	96	-51	81	21	9	46	54	100	80
-89	-24	-38	51	-83	72	75	44	-40	-98	-97	-51
-18	82	36	88	22	-88	-8	-95	-88	16	-24	74
-100	-1	-14	90	33	-56	-46	-24	22	-23	25	-70
-43	92	-99	7
1000
54	-100	-95	-53	-41	-20	48	-2	-35	26	6	-29
33	-82	-48	-95	-72	-28	-73	-28	70	99	-22	12
-19	-37	-62	-17	-62	32	-80	-2	34	94	91	61
44	40	68	94	-42	96	-35	33	-19	-10	54	-4
8	-19	-86	99	-47	-68	-7	-32	73	83	-64	-36
-62	50	52	29	-89	-57	84	99	98	62	-60	92
50	-47	49	37	56	34	60	39	44	97	75	13
-14	30	-91	-81	69	39	7	-54	-75	95	60	59
-25	69	30	16	24	-5	-27	-23	93	64	95	43
96	-20	74	51	-32	-27	-18	99	35	25	48	-68
9	-21	-60	43	79	44	20	-33	-8	-96	15	-15
-11	-43	59	-31	97	-35	40	-55	-28	-23	56	-84
37	-80	-85	27	-74	-11	89	71	51	5	0	95
58	-68	15	-69	-59	-67	-19	-96	15	39	77	1
59	-53	49	-32	12	-92	5	-94	-11	-61	-75	27
22	-22	-34	58	-61	90	31	-58	-41	-2	-5	32
-43	1	-44	-23	29	-3	-43	-58	31	56	76	2
37	20	44	31	71	-25	-81	18	37	-14	84	87
46	-67	3	62	30	43	-90	-6	84	31	-88	-79
56	-92	-47	95	-61	-13	25	-43	-45	52	-75	91
16	23	81	83	-58	60	-53	71	43	19	76	-92
29	1	-86	91	58	53	-11	48	70	79	66	-65
18	58	38	63	-26	50	61	61	15	-36	52	93
-2	-99	-91	-37	-24	-87	48	-91	89	83	20	99
-22	-53	-39	-86	-10	-90	-89	7	32	85	47	22
-28	-66	-42	-34	57	-22	97	-6	-45	-28	-74	-57
35	-100	70	-60	17	73	-15	100	-46	64	-9	21
57	78	25	-88	31	16	-53	-65	-69	-17	63	-44
-25	-100	78	20	-93	58	-50	-9	91	63	44	30
41	76	-25	22	85	23	59	54	-72	-46	57	60
-96	46	-88	16	-46	9	-18	-36	70	20	1	51
8	-94	-21	43	74	-37	67	82	-1	57	94	-61
-92	-83	61	63	-31	58	24	76	-100	42	-72	-25
-86	-90	91	13	-73	-97	97	-87	22	40	-16	59
-96	-49	-69	29	87	66	18	-87	7	-89	19	15
68	16	-46	-97	43	-44	0	-27	-86	-93	-25	26
26	98	-64	-48	2	-11	-20	-45	-52	-39	-36	73
-64	-76	32	-73	-70	2	-62	-71	58	-68	-18	-26
73	-21	40	-9	-19	-32	-39	-72	60	-12	-16	71
-80	31	84	46	-60	39	67	-8	12	55	97	44
81	49	55	-25	-59	-89	-62	38	-74	64	-97	22
85	-3	88	80	80	83	-98	-1	-7	76	-2	-99
49	-6	-62	55	-84	-83	67	-6	3	-24	95	91
-45	-94	-8	40	-81	65	-72	83	-23	53	24	97
-42	-87	87	-96	26	-65	-95	85	80	49	64	-28
-35	62	-39	9	44	-56	-14	-85	67	-12	-15	10
47	-80	-5	75	-57	41	-96	12	84	-75	-80	-19
98	89	-66	-65	92	-15	23	-66	85	64	42	-8
-17	-77	89	-63	-57	-89	-71	43	33	53	-46	-9
-77	-91	92	-79	-25	75	68	7	-12	24	-42	50
52	-99	29	-37	14	71	71	85	90	86	-18	22
-51	-50	-19	-61	24	29	23	81	54	37	52	81
100	-63	100	61	-77	-64	63	-87	-83	25	-67	-29
2	30	-29	-62	-46	54	30	-76	-63	-99	-46	-4
77	-33	-1	29	-37	4	-10	-81	-11	-99	45	57
-21	-29	65	-60	25	-26	14	18	-10	41	-26	-21
-95	75	-76	-71	3	80	3	-38	39	12	-39	-28
68	-26	-23	-100	-89	40	32	-53	-84	63	79	-5
50	57	45	22	34	-86	45	-98	14	-12	-96	69
-40	19	-97	51	-29	-42	-20	54	-98	60	-35	-78
82	77	-57	89	87	35	-77	76	-94	-89	-27	-17
52	-38	29	1	-47	-45	-81	10	16	-80	1	41
1	-96	-71	12	-37	2	-53	-64	27	-33	68	87
-23	-85	59	1	-33	57	-65	35	-73	-31	-63	-13
27	64	-29	-46	-58	43	-48	-12	-53	-62	71	-49
-67	-44	49	-34	9	84	22	87	16	13	-30	-54
-95	-89	88	-52	91	29	31	57	58	96	-13	-47
24	56	55	42	82	-44	-96	-38	53	80	70	69
-76	-95	31	87	40	18	-10	88	-38	-56	57	-89
-47	33	-66	20	-35	72	-43	-60	83	-100	-80	58
-7	-5	85	4	-64	18	33	-98	36	-14	20	-76
-55	92	91	-97	70	-6	90	-49	5	33	-98	-51
-67	86	22	72	8	-91	44	-77	-93	-2	-31	-97
-11	49	-66	-79	-33	34	-96	19	63	-50	-14	53
-80	-77	81	-16	45	9	-98	98	-16	42	97	79
8	-64	69	-51	48	-56	18	96	-37	-97	-56	-31
-38	-13	-64	-57	-62	-72	-52	71	87	67	-21	41
-48	6	-84	17	43	-33	32	-22	-20	-89	-69	57
94	-42	38	-19	41	-46	-76	-5	-27	-66	-64	44
47	2	-92	90	-94	-49	-29	29	-96	60	-30	-32
81	98	56	-41	64	-37	-87	-74	74	46	19	95
69	39	14	-85	-81	24	-74	47	14	-47	-6	75
66	-47	55	-69	67	97	-74	-15	11	-32	44	-36
72	94	-32	-62
1000
-20	-69	-96	-71	-89	-7	-81	38	-34	-86	52	-4
-32	-84	-91	74	46	-41	-36	43	-29	-92	16	85
22	-37	82	5	-38	-88	77	-48	-72	9	80	66
84	4	59	99	-46	-48	52	-75	-88	-14	-34	50
56	37	50	99	-76	81	-80	-1	-94	-83	16	-10
69	-5	-52	-97	8	-76	8	26	-1	-29	59	15
95	-4	66	11	38	87	81	17	-63	88	52	-32
-100	-14	66	-56	-81	26	89	-31	74	91	-93	-54
-98	-61	-19	-22	-36	100	6	64	20	-65	47	21
49	78	24	89	96	13	77	29	-1	-82	-76	18
10	-77	95	83	-80	-81	-30	-47	-82	12	-7	61
87	-80	68	48	-69	65	-50	4	-47	87	-94	-57
-15	-67	80	-46	49	-61	-99	25	-73	27	32	58
45	-38	-1	43	-5	43	66	96	-18	56	42	25
12	-43	-21	22	51	-80	-81	-83	4	-94	-77	-3
-75	-72	-38	86	6	-100	26	69	-50	-38	-72	98
68	55	57	-77	37	-64	20	-10	56	21	-52	-10
-92	-23	100	54	79	-65	-96	56	-21	92	39	42
36	7	98	-43	-46	-29	-13	-31	84	-50	24	-94
-68	-8	-26	10	8	98	54	-35	66	-79	31	57
-36	-11	42	11	-11	-32	-96	89	-69	-58	39	-41
-51	-38	-56	-90	70	55	-93	85	-75	56	-13	-86
-98	83	13	62	27	90	76	-62	88	-71	-29	-29
-15	88	-76	12	69	-73	21	-93	27	-81	-22	-92
-95	48	37	-58	80	81	62	-77	-61	58	67	10
24	-44	-65	85	-92	-78	-7	-16	-33	-22	-26	21
42	-92	94	83	27	-3	91	51	-53	-7	2	-86
-23	-9	-55	64	-61	72	27	-64	-30	-89	56	-52
-94	78	41	-14	70	-77	42	-46	-97	-57	-29	87
63	-77	21	49	-40	33	40	-9	63	76	-31	5
16	-65	-75	-53	33	-32	-35	-46	-53	-26	0	87
8	12	24	-68	37	-98	7	76	-13	70	42	64
75	-10	76	4	-17	11	-81	69	12	-53	-8	88
-9	35	-26	8	99	-91	38	81	-48	-13	-54	-48
31	0	-18	-6	1	-56	-56	-99	20	48	-4	-71
-25	-15	-60	-68	50	-90	75	1	39	26	67	-19
-23	-46	14	53	69	-67	67	87	8	71	83	33
-85	62	-73	9	39	32	61	-40	11	88	-6	37
53	-89	83	11	56	70	-39	-13	-55	21	-8	-38
-23	-100	-34	-37	33	-35	-94	-38	-60	-18	-55	-83
-29	67	42	67	-80	-26	100	-35	88	25	97	-100
-93	74	-23	23	77	-56	75	13	44	59	-53	80
-42	50	-26	40	-69	79	-97	56	6	42	-11	-57
-68	-24	-36	-79	-89	-81	-31	46	40	49	-16	29
33	-86	-73	68	18	-30	-29	-38	-40	84	14	49
97	63	-10	34	36	88	-61	66	11	-71	-75	43
-23	13	-86	-48	-49	-3	55	59	95	30	100	-2
68	-69	37	-2	-88	53	16	19	-82	25	-7	-13
18	-55	-47	-62	48	-24	-30	59	-63	27	-85	-64
54	-61	74	100	66	96	48	52	67	-32	-78	-38
45	59	-26	-21	-15	-29	74	-49	-4	-66	28	30
60	75	-37	58	-27	-41	-78	-56	-17	82	77	-20
-8	-73	57	67	-85	-9	58	70	-2	-78	-44	-47
63	99	-49	-3	51	91	63	21	4	-53	-61	-88
-59	-86	38	72	53	-76	-46	98	-71	6	48	1
8	-74	61	66	-88	38	-86	52	100	-1	43	73
-67	39	55	96	77	57	72	43	-51	88	6	-38
90	-43	-72	-76	-8	95	-85	-12	-80	-3	-1	94
-10	74	-96	33	-42	-62	-16	48	-12	-58	30	-86
-14	-49	63	28	-24	-61	-31	-33	-47	76	35	-30
-51	69	-29	43	-30	-67	59	-91	30	49	-11	0
2	-77	91	0	-38	-76	-37	-77	82	9	53	-89
-28	-42	11	29	6	98	93	25	40	26	-11	72
-24	-5	49	44	-32	-37	-79	-71	-20	-82	-29	11
-4	65	9	-20	68	-4	5	-35	22	-53	-69	-34
60	7	93	-58	-76	-18	-21	83	-86	17	-95	22
-21	-96	22	-17	27	-58	-51	-88	-17	16	66	-14
61	-70	-44	50	37	-70	-31	2	80	-74	93	40
-81	-37	-15	-86	-71	-58	0	97	89	4	-80	-47
35	67	10	-99	-28	80	86	-61	-14	22	94	-49
10	-6	71	-66	77	6	-20	57	4	-11	59	-94
-51	-34	80	67	-40	14	75	45	92	-90	73	21
50	65	-49	-45	-6	-6	60	-25	-2	-88	-91	34
15	-85	-94	-18	-70	-73	20	58	-30	42	-17	-23
-10	-34	-66	-73	47	-31	-90	-48	-65	14	31	-42
-26	-10	-32	75	80	-76	-44	-2	-39	-26	-5	-75
74	-97	-52	37	76	-68	33	44	72	-18	-59	-62
-56	-58	15	-89	-41	45	-47	-44	74	-56	15	-50
47	62	100	-51	86	56	-48	-54	70	-78	-38	-22
58	66	-68	67	-44	5	94	-85	-3	1	-76	-45
1	90	84	41	43	-26	-40	-56	74	-3	0	-41
87	-29	74	-6	-87	-10	-66	-14	-2	60	-100	82
96	-68	-18	80	30	-88	34	-8	-62	13	65	86
-62	71	22	41
1000
56	68	6	-79	30	-32	13	39	-19	46	-26	18
-15	70	-87	-13	-39	11	-68	-41	-36	57	22	47
-28	-64	30	74	-96	-54	75	42	24	57	73	45
3	-61	-18	68	-90	96	93	84	-36	-55	-22	33
-41	-64	-69	28	-51	46	-83	54	15	2	-94	-57
-4	-66	-6	-21	77	86	-37	-61	29	-25	-28	59
-23	21	-61	-12	96	81	95	-100	33	-27	-72	75
-16	4	-75	-91	-22	-39	84	55	25	-26	-15	17
-6	-4	12	-57	-68	94	-10	66	-10	37	29	-69
20	67	-89	19	-90	-60	73	80	-23	-44	-46	8
-70	2	-24	63	50	44	4	-76	-25	0	86	99
-39	-47	13	31	11	30	-12	-53	-23	90	-94	53
-97	-67	-31	40	45	-31	-24	-73	93	51	-29	-2
63	-44	-47	98	73	-30	80	-82	60	23	23	-54
27	48	75	90	-37	29	42	42	-18	3	-19	28
35	-46	-71	22	63	2	68	-86	-43	-49	-20	-14
77	-25	76	-16	-98	-29	-72	-52	-44	-7	46	42
-48	-80	-82	70	-42	15	-2	-94	49	-76	66	-21
4	67	77	-21	-3	18	89	47	11	78	28	29
75	-69	-49	72	50	68	-61	84	-59	35	47	72
34	0	31	-60	-47	37	-5	59	-40	63	46	-25
39	10	-47	-17	64	-99	40	39	-46	86	74	85
36	-74	-71	-37	42	-81	-4	67	-14	-65	90	-11
15	-53	18	-66	-63	-43	-41	-96	48	46	27	90
-66	-85	55	-12	51	89	-1	86	-68	24	-42	-71
-65	-78	46	39	-73	-80	21	-59	-32	-66	35	-74
11	44	-75	74	-88	-3	-81	56	-42	-47	67	-54
56	58	100	-58	-46	-32	-77	43	-68	-43	56	8
-73	10	85	80	-96	-94	-72	-29	81	67	-39	96
-40	-10	-22	-59	40	90	38	-29	-42	-51	17	72
36	62	40	38	-70	-66	58	22	-16	-34	-63	-37
-5	-63	74	16	-44	-40	98	-54	-86	29	41	69
82	32	-55	-64	98	-54	55	-34	79	6	10	4
67	-78	-68	-18	32	-60	3	15	86	88	-39	-66
-54	51	-39	8	-85	76	62	70	-44	50	-15	-66
-46	19	87	-58	-100	-49	-62	12	-32	-94	-97	4
81	-41	-31	23	-67	-19	11	90	-91	68	63	-73
94	22	-40	17	39	-36	-100	-81	-61	-3	-52	-62
-39	49	84	13	-81	54	-52	-34	-32	44	-22	50
79	-87	-58	-31	0	-59	84	16	58	39	-74	58
66	3	-56	27	-82	79	23	-32	-73	47	-73	93
28	-41	-79	2	48	-52	-25	-18	-9	35	61	18
-18	88	62	-22	22	41	7	29	73	-84	-92	34
21	-33	-99	-43	-74	-97	99	28	6	92	72	37
48	54	-80	-57	31	47	60	-66	-100	-10	-33	62
-37	31	-93	-25	58	13	-24	-90	55	-39	-100	-20
90	55	6	25	61	-89	-77	0	-3	95	37	-1
-11	-69	10	59	-66	-33	45	-90	55	85	-40	-18
-21	72	53	-63	26	-20	-15	0	-96	57	79	4
